recip,ing_group,meth_group
Frozen margarita,"[{""ing_group"":""50ml tequila""},{""ing_group"":""25ml triple sec (we used Cointreau)""},{""ing_group"":""25ml lime juice""},{""ing_group"":""15ml sugar syrup (see 'Goes well with' below)""},{""ing_group"":""large handful of ice""},{""ing_group"":""wedge of lime , to garnish""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Put all the ingredients except the lime wedge in a blender and blitz until smooth. Tip into a cocktail, margarita or rocks glass, garnish and serve.""}]"
Pepper & lemon spaghetti with basil & pine nuts,"[{""ing_group"":""1 tbsp rapeseed oil""},{""ing_group"":""1 red pepper , deseeded and diced""},{""ing_group"":""150g wholemeal spaghetti""},{""ing_group"":""2 courgettes (250g), grated""},{""ing_group"":""2 garlic cloves , finely grated""},{""ing_group"":""1 lemon , zested and juiced""},{""ing_group"":""15g basil , finely chopped""},{""ing_group"":""25g pine nuts , toasted""},{""ing_group"":""2 tbsp finely grated parmesan or vegetarian alternative (optional)""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat the oil in a large non-stick frying pan. Add the pepper and cook for 5 mins. Meanwhile, cook the pasta for 10-12 mins until tender.""},{""meth_group"":""STEP 2""},{""meth_group"":""Add the courgette and garlic to the pepper and cook, stirring very frequently, for 10-15 mins until the courgette is really soft.""},{""meth_group"":""STEP 3""},{""meth_group"":""Stir in the lemon zest and juice, basil and spaghetti (reserve some pasta water) and toss together, adding a little of the pasta water until nicely coated. Add the pine nuts, then spoon into bowls and serve topped with the parmesan, if using.""}]"
Mozzarella sticks,"[{""ing_group"":""400g block mozzarella (not in water)""},{""ing_group"":""50g flour""},{""ing_group"":""2 eggs""},{""ing_group"":""150g breadcrumbs""},{""ing_group"":""2 tsp smoked paprika""},{""ing_group"":""2 tsp dried oregano""},{""ing_group"":""vegetable or sunflower oil for frying""},{""ing_group"":""dips , to serve""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Cut the mozzarella into ‘chips’. Tip the flour into a bowl and season well. Whisk the eggs in a second bowl and tip the breadcrumbs, paprika and oregano into a third. Coat the mozzarella sticks in the flour, then the egg, then the breadcrumbs. Transfer to a parchment-lined tray and freeze for at least 2 hrs.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat enough oil to come 2-3cm up the side of a saucepan. When hot, drop in a test chip – it should sizzle straight away and brown within a minute or two. The secret is to cook them long enough to crisp up the outside without letting the mozzarella ooze out – it may take you a few practice chips to get it right. Cook the chips in batches and drain on kitchen paper. Serve hot with your favourite dip.""}]"
Cheesy seafood bake,"[{""ing_group"":""300g medium potatoes (about 3), thinly sliced""},{""ing_group"":""2 tbsp milk""},{""ing_group"":""40g mature cheddar , finely grated""},{""ing_group"":""1 tsp rapeseed oil""},{""ing_group"":""1 onion (160g), finely chopped""},{""ing_group"":""1 red pepper , deseeded and finely diced (270g)""},{""ing_group"":""2 tsp balsamic vinegar""},{""ing_group"":""1 tsp vegetable bouillon powder""},{""ing_group"":""400g can chopped tomatoes""},{""ing_group"":""½ x 30g pack basil , leaves picked and finely chopped""},{""ing_group"":""1 garlic clove , finely grated""},{""ing_group"":""280g pack skinless cod loins""},{""ing_group"":""100g frozen small Atlantic cooked prawns , defrosted""},{""ing_group"":""160g broccoli florets""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Boil the potato slices for 10 mins then drain, tip into a bowl and gently mix in the milk and half the cheese. Don’t worry if the potatoes break up a little.""},{""meth_group"":""STEP 2""},{""meth_group"":""Meanwhile, heat the oil in a large frying pan and cook the onion until softened. Stir in the pepper and cook for 5 mins more. Spoon in the balsamic vinegar and bouillon powder, then stir in the tomatoes, basil and garlic. Lay the cod fillets on top, then cover and cook for 6-8 mins until the cod flakes when tested. Heat the grill to high.""},{""meth_group"":""STEP 3""},{""meth_group"":""Take off the heat, stir in the prawns and tip into a shallow baking dish, breaking up the cod into large chunks. Cover with the potatoes and sprinkle with the remaining cheese. Grill until golden. While it’s grilling, steam or boil the broccoli to serve with the bake.""}]"
Salted tomato salad,"[{""ing_group"":""300g heritage tomatoes , various shapes and sizes""},{""ing_group"":""1 red onion""},{""ing_group"":""1 garlic clove""},{""ing_group"":""8 small basil leaves""},{""ing_group"":""1 tbsp olive oil""},{""ing_group"":""1 tbsp nigella seeds""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Chop the tomatoes into equal-sized chunks and slice the onion, then transfer them to a bowl. Grate the garlic, then add to the tomatoes, along with the basil leaves.""},{""meth_group"":""STEP 2""},{""meth_group"":""Sprinkle with ½ tsp salt, pour over the oil and toss together. Leave to infuse for up to 30 mins, then serve sprinkled with nigella seeds.""}]"
Roasted asparagus & pea salad,"[{""ing_group"":""3 tbsp natural yogurt""},{""ing_group"":""1 tsp wholegrain mustard""},{""ing_group"":""½ tsp honey""},{""ing_group"":""½ lemon , zested and juiced""},{""ing_group"":""100g watercress""},{""ing_group"":""1 large slice sourdough bread""},{""ing_group"":""200g asparagus , tough ends removed""},{""ing_group"":""1 ½ tbsp cold-pressed rapeseed oil""},{""ing_group"":""2 eggs""},{""ing_group"":""200g frozen peas""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 220C/200C fan/gas 7. Mix the yogurt, mustard and honey together. Add the lemon zest, then add the juice and some seasoning to taste. Squeeze any remaining lemon juice over the watercress.""},{""meth_group"":""STEP 2""},{""meth_group"":""Tear the bread into rough chunks and put them on a large roasting tray with the asparagus. Toss both in the rapeseed oil and seasoning, and roast for 10 mins until the asparagus is tender and croutons are golden.""},{""meth_group"":""STEP 3""},{""meth_group"":""Meanwhile, cook the eggs in a pan of boiling water for 6 mins, then add the frozen peas and cook for 1 min more. Drain and rinse both under cold water until cool. Peel the eggs, then cut into quarters.""},{""meth_group"":""STEP 4""},{""meth_group"":""To assemble, mix the asparagus and peas through the watercress, then toss through the creamy dressing. Nestle in the eggs and croutons, and serve.""}]"
Apricot & pistachio frangipane blondies,"[{""ing_group"":""100g unsalted butter , melted, plus a little extra for the tin""},{""ing_group"":""200g light muscovado sugar""},{""ing_group"":""½ tsp fennel seeds""},{""ing_group"":""1 large egg""},{""ing_group"":""120g plain flour""},{""ing_group"":""50g pistachios , roughly chopped""},{""ing_group"":""1-2 tbsp milk""},{""ing_group"":""6 large ripe apricots , halved and stoned""},{""ing_group"":""65g golden caster sugar""},{""ing_group"":""80g unsalted butter , softened""},{""ing_group"":""1 egg""},{""ing_group"":""100g pistachios , ground to crumbs""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 200C/180C fan/gas 6 and butter and line a rectangular baking tin, approx 20 x 25cm. To make the frangipane, beat together the sugar and butter until fluffy, then add the egg and pistachios.""},{""meth_group"":""STEP 2""},{""meth_group"":""In a bowl, stir together the muscovado sugar, fennel seeds and melted butter with a pinch of salt. Add the egg and stir vigorously, then tip in the flour and half the pistachios and fold until well combined and no streaks remain. Add the milk to loosen.""},{""meth_group"":""STEP 3""},{""meth_group"":""Spoon two-thirds of the batter into the tin and smooth with the back of a metal spoon or spatula, then arrange the apricot halves on top and press into the batter. Dot the frangipane around the batter too, then top with the remaining spoonfuls of batter so that it’s part covering the frangipane and apricots. Scatter over the rest of the pistachios. Bake for 25-30 mins until a skewer comes out with some crumbs that are a little moist, but not raw. Cool completely in the tin, then cut into 12 squares.""}]"
"Strawberry, feta & thyme tart","[{""ing_group"":""100g crème fraîche""},{""ing_group"":""3 thyme sprigs, leaves picked, plus extra to serve""},{""ing_group"":""100g vegetarian feta , crumbled""},{""ing_group"":""1⁄2 garlic clove , crushed""},{""ing_group"":""1⁄2 lemon , zested""},{""ing_group"":""pinch chilli flakes""},{""ing_group"":""1 sheet ready rolled puff pastry (about 320g)""},{""ing_group"":""200g strawberries , sliced""},{""ing_group"":""rocket salad , to serve (optional)""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat the oven to 200C/180C fan/gas 6, and put a baking sheet in the oven to warm up.""},{""meth_group"":""STEP 2""},{""meth_group"":""Mash the crème fraîche, thyme, feta, garlic, lemon, chilli and some seasoning in a bowl with a fork until fairly smooth.""},{""meth_group"":""STEP 3""},{""meth_group"":""Unravel the pastry onto a piece of baking parchment and score a 1cm border around the edge with a sharp knife. Spread the crème fraîche mixture onto the tart, smoothing over up to the border edges. Scatter the strawberry slices over and bake for 25 mins until golden and puffed up. Scatter over more thyme leaves and serve with a rocket salad and a chilled glass of rosé.""}]"
Tear-and-share cheese & garlic rolls,"[{""ing_group"":""100g unsalted butter , softened""},{""ing_group"":""450g strong white bread flour""},{""ing_group"":""7g sachet fast-action dried yeast""},{""ing_group"":""1 tsp golden caster sugar""},{""ing_group"":""rapeseed oil , for the bowl and tray""},{""ing_group"":""2 tbsp polenta or cornmeal""},{""ing_group"":""1 garlic clove , grated""},{""ing_group"":""100g mozzarella , grated""},{""ing_group"":""50g cheddar , grated""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat 280ml water in a saucepan for a minute until warm but not too hot to stick your finger in (don’t burn yourself!). Remove from the heat, then add 50g butter. Combine the flour, yeast, sugar and 1 tsp salt in a large bowl or a tabletop mixer. Add the warm water and beat to make a soft dough. Knead for 10 mins by hand, or 5 mins in a mixer, until the dough feels stretchy and smooth. Tip into a clean, oiled bowl and cover with oiled cling film. Leave to rise for 1½-2 hrs, or until doubled in size.""},{""meth_group"":""STEP 2""},{""meth_group"":""Brush a large baking tray with oil and scatter over the polenta. Knock the air out of the dough. Pinch off small pieces (about the size of a walnut), then roll each piece into a ball and put on the baking tray. Leave a little space between each dough ball.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat oven to 180C/160C fan/gas 4. Cover the tray with oiled cling film, then prove for 30 mins-1 hr until the dough has doubled in size and the balls are touching. Mix the remaining butter with the garlic. When the rolls are ready to cook, brush the tops with the garlic butter and scatter with the cheeses. Bake for 25-30 mins until the dough balls are cooked through. Leave to cool for 5 mins, then serve.""}]"
Salmon picnic platter,"[{""ing_group"":""4 eggs""},{""ing_group"":""2-3 tbsp mayonnaise""},{""ing_group"":""a little cayenne pepper""},{""ing_group"":""200g cooked salmon""},{""ing_group"":""100g hot-smoked salmon""},{""ing_group"":""6 small rolls , halved""},{""ing_group"":""3 tbsp cream cheese""},{""ing_group"":""100g smoked salmon""},{""ing_group"":""1 lemon , 1/2 zested and 1/2 cut into wedges""},{""ing_group"":""½ cucumber""},{""ing_group"":""2 tbsp Greek yogurt""},{""ing_group"":""1 tbsp chopped dill or chives""},{""ing_group"":""bread , soft rolls or wraps, to serve""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Hard boil the eggs by cooking them in boiling water for 8 mins, then cool quickly under cold running water and peel. Halve the eggs and pop the yolks into a bowl. Mash the yolks with the mayonnaise, cayenne pepper and some seasoning. Spoon or pipe the mixture back into the egg halves and chill until you need them.""},{""meth_group"":""STEP 2""},{""meth_group"":""Flake the cooked salmon into large chunks and put it on a platter with the hot-smoked salmon and the eggs.""},{""meth_group"":""STEP 3""},{""meth_group"":""Spread the bottom half of the rolls with cream cheese, then add the smoked salmon and a squeeze of lemon juice and top with the other half of the roll. Cut each one in half.""},{""meth_group"":""STEP 4""},{""meth_group"":""Peel and slice the cucumber. Mix the yogurt with the dill, lemon zest and some seasoning, then stir in the cucumber. Pile the mixture into the centre of the platter. Serve with extra bread, rolls or wraps and lemon wedges.""}]"
Vegan vanilla ice cream,"[{""ing_group"":""2 x 400g cans coconut milk (not light)""},{""ing_group"":""175g caster sugar""},{""ing_group"":""1 tsp sea salt flakes""},{""ing_group"":""1 vanilla pod or 1 tbsp vanilla bean paste""},{""ing_group"":""2 tbsp cornflour""},{""ing_group"":""a pinch turmeric""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Pour most of the coconut milk into a saucepan, reserving a splash in a small bowl for later. Add the sugar, salt and turmeric (for colour) to the pan. Cut the vanilla pod in half lengthways (if using) and scrape the seeds out of both sides with the side of the knife. Put the seeds and the pod, or vanilla paste, into the pan. Warm on a low heat for 10 mins until the sugar has melted and the mixture starts to steam.""},{""meth_group"":""STEP 2""},{""meth_group"":""Mix the cornflour with the reserved coconut milk in a small bowl until smooth. Pour into the hot milk, and continually whisking, heat for another 5-10 mins until the mixture thickens to a pourable custard consistency. Strain into a bowl, and cover. Leave to cool, then chill for at least 2 hrs.""},{""meth_group"":""STEP 3""},{""meth_group"":""Pour the chilled mix into an ice cream maker, and churn for 20-30 mins until you get a soft scoop ice cream. Transfer to a sealable container and freeze for up to 3 months until ready to serve. If you don’t have an ice cream maker, pour the chilled mix into a wide-based plastic tub or dish. Freeze for 2-3 hrs, stirring the mix every 20 mins with a fork, to break up any large ice crystals, until soft ice cream. Transfer to a smaller tub and freeze until ready to serve. You should be able to scoop the ice cream easily from the freezer, or leave for a few mins at room temperature to soften, if you need to.""}]"
Lamb kebab burger,"[{""ing_group"":""2 tbsp fat-free yogurt""},{""ing_group"":""1 tbsp mayonnaise""},{""ing_group"":""1 small  garlic clove , grated""},{""ing_group"":""½ tbsp vegetable oil""},{""ing_group"":""2 lamb burgers""},{""ing_group"":""2 sesame seed burger buns""},{""ing_group"":""1 tomato , sliced""},{""ing_group"":""20g gherkins , sliced""},{""ing_group"":""1 red chilli , finely sliced""},{""ing_group"":""leaves of 1 Baby Gem lettuce""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Combine the yogurt with the mayonnaise and grated garlic in a small bowl. Heat the vegetable oil in a non-stick frying pan over a medium heat, add the lamb burgers and fry for around 10 mins, turning over halfway through, until piping hot in the centre. Lightly toast the burger buns. Divide the sliced tomato, sliced gherkins, the burgers, some garlic sauce, chilli and the lettuce leaves between each burger bun, then enjoy immediately.""}]"
Mashed cannellini beans with wilted greens & fried artichokes,"[{""ing_group"":""4 tbsp olive oil""},{""ing_group"":""1 garlic clove , crushed""},{""ing_group"":""2 thyme sprigs""},{""ing_group"":""pinch of red chilli flakes""},{""ing_group"":""400g can cannellini beans , drained, 1 tbsp of can water reserved""},{""ing_group"":""1 lemon , zested and juiced, plus wedges to serve""},{""ing_group"":""200g mixed seasonal greens (I used spinach, watercress, sorrel and rocket)""},{""ing_group"":""2 tbsp semolina flour""},{""ing_group"":""100g cooked artichoke hearts , in oil""},{""ing_group"":""few rosemary sprigs , finely chopped (optional)""},{""ing_group"":""parmesan or vegetarian alternative, to serve""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Warm 1 tbsp olive oil in a saucepan over a medium heat. Add the garlic, thyme, a pinch of salt and the chilli flakes, and cook for 1 min or so. Tip in the beans, then add a slosh of their water and the juice of 1/2 a lemon. Cook for a few mins, crushing them with a fork or the back of a wooden spoon. Remove from the heat and discard the springs of thyme. Keep warm.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat a little olive oil in a non-stick frying pan with a lid. Add the greens and a pinch of salt, then put the lid on to wilt and steam the greens for a few mins until softened. Season and add some of the lemon juice, and tip into a bowl. Keep warm.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat 2 tbsp olive oil in the frying pan you used for the greens. Put the semolina flour in a bowl and season. Drain the artichokes and pat them dry with kitchen paper. Dip each one in the flour and put in the pan to shallow fry, turning halfway through, until crisp and golden, around 3-5 mins. Spoon the cannellini beans onto a plate and top with the wilted greens and artichokes. Garnish with lemon zest, rosemary, grated parmesan and extra lemon wedges on the side.""}]"
Mashed cannellini beans with wilted greens & fried artichokes,"[{""ing_group"":""4 tbsp olive oil""},{""ing_group"":""1 garlic clove , crushed""},{""ing_group"":""2 thyme sprigs""},{""ing_group"":""pinch of red chilli flakes""},{""ing_group"":""400g can cannellini beans , drained, 1 tbsp of can water reserved""},{""ing_group"":""1 lemon , zested and juiced, plus wedges to serve""},{""ing_group"":""200g mixed seasonal greens (I used spinach, watercress, sorrel and rocket)""},{""ing_group"":""2 tbsp semolina flour""},{""ing_group"":""100g cooked artichoke hearts , in oil""},{""ing_group"":""few rosemary sprigs , finely chopped (optional)""},{""ing_group"":""parmesan or vegetarian alternative, to serve""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Warm 1 tbsp olive oil in a saucepan over a medium heat. Add the garlic, thyme, a pinch of salt and the chilli flakes, and cook for 1 min or so. Tip in the beans, then add a slosh of their water and the juice of 1/2 a lemon. Cook for a few mins, crushing them with a fork or the back of a wooden spoon. Remove from the heat and discard the springs of thyme. Keep warm.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat a little olive oil in a non-stick frying pan with a lid. Add the greens and a pinch of salt, then put the lid on to wilt and steam the greens for a few mins until softened. Season and add some of the lemon juice, and tip into a bowl. Keep warm.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat 2 tbsp olive oil in the frying pan you used for the greens. Put the semolina flour in a bowl and season. Drain the artichokes and pat them dry with kitchen paper. Dip each one in the flour and put in the pan to shallow fry, turning halfway through, until crisp and golden, around 3-5 mins. Spoon the cannellini beans onto a plate and top with the wilted greens and artichokes. Garnish with lemon zest, rosemary, grated parmesan and extra lemon wedges on the side.""}]"
Frozen margarita,"[{""ing_group"":""50ml tequila""},{""ing_group"":""25ml triple sec (we used Cointreau)""},{""ing_group"":""25ml lime juice""},{""ing_group"":""15ml sugar syrup (see 'Goes well with' below)""},{""ing_group"":""large handful of ice""},{""ing_group"":""wedge of lime , to garnish""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Put all the ingredients except the lime wedge in a blender and blitz until smooth. Tip into a cocktail, margarita or rocks glass, garnish and serve.""}]"
Strawberry shortbread ice cream sandwich,"[{""ing_group"":""4 scoops strawberry cheesecake ice cream , softened""},{""ing_group"":""a few fresh strawberries , finely chopped""},{""ing_group"":""8 Viennese whirls (or shortbread biscuits)""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Mix the ice cream with the strawberries and freeze until solid.""},{""meth_group"":""STEP 2""},{""meth_group"":""Sandwich spoonfuls of the ice cream between the biscuits, then eat immediately.""}]"
Tear-and-share cheese & garlic rolls,"[{""ing_group"":""100g unsalted butter , softened""},{""ing_group"":""450g strong white bread flour""},{""ing_group"":""7g sachet fast-action dried yeast""},{""ing_group"":""1 tsp golden caster sugar""},{""ing_group"":""rapeseed oil , for the bowl and tray""},{""ing_group"":""2 tbsp polenta or cornmeal""},{""ing_group"":""1 garlic clove , grated""},{""ing_group"":""100g mozzarella , grated""},{""ing_group"":""50g cheddar , grated""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat 280ml water in a saucepan for a minute until warm but not too hot to stick your finger in (don’t burn yourself!). Remove from the heat, then add 50g butter. Combine the flour, yeast, sugar and 1 tsp salt in a large bowl or a tabletop mixer. Add the warm water and beat to make a soft dough. Knead for 10 mins by hand, or 5 mins in a mixer, until the dough feels stretchy and smooth. Tip into a clean, oiled bowl and cover with oiled cling film. Leave to rise for 1½-2 hrs, or until doubled in size.""},{""meth_group"":""STEP 2""},{""meth_group"":""Brush a large baking tray with oil and scatter over the polenta. Knock the air out of the dough. Pinch off small pieces (about the size of a walnut), then roll each piece into a ball and put on the baking tray. Leave a little space between each dough ball.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat oven to 180C/160C fan/gas 4. Cover the tray with oiled cling film, then prove for 30 mins-1 hr until the dough has doubled in size and the balls are touching. Mix the remaining butter with the garlic. When the rolls are ready to cook, brush the tops with the garlic butter and scatter with the cheeses. Bake for 25-30 mins until the dough balls are cooked through. Leave to cool for 5 mins, then serve.""}]"
Steak & aubergine salad,"[{""ing_group"":""1 aubergine , halved lengthways, cut into thin slices""},{""ing_group"":""2 tbsp flour""},{""ing_group"":""3 ½ tbsp olive oil""},{""ing_group"":""1 sirloin steak""},{""ing_group"":""100g lamb’s lettuce""},{""ing_group"":""50g feta , cut into cubes""},{""ing_group"":""1 green chilli , halved and chopped""},{""ing_group"":""½ lemon , juiced""},{""ing_group"":""½small pack coriander , plus extra leaves to serve""},{""ing_group"":""½small pack mint , plus extra leaves to serve""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Dust the aubergine slices in the flour, mixed with some seasoning. Heat 2 tbsp of the olive oil in a large frying pan until shimmering. Add the aubergine to the pan and fry for a few mins on each side until collapsing and soft, then set aside. Turn up the heat, season the steak, then add to the pan and fry for 2 mins on each side for rare (longer if you want it medium). Set aside to rest for 5 mins, then slice.""},{""meth_group"":""STEP 2""},{""meth_group"":""Blitz the remaining olive oil in a blender or small food processor with the rest of the dressing ingredients and a splash of water. When ready to serve, mix half the dressing with the lamb’s lettuce, then tip onto a plate. Top with the crispy aubergine and steak, crumble over the feta, then drizzle over the remaining dressing. Scatter over the remaining herbs and serve.""}]"
Roast pistachio-stuffed peaches with orange blossom cream,"[{""ing_group"":""6 peaches , halved and pitted""},{""ing_group"":""100g pistachios (shelled weight)""},{""ing_group"":""½ lemon , finely zested""},{""ing_group"":""1 ½ tbsp caster sugar""},{""ing_group"":""1 small egg , beaten""},{""ing_group"":""3 tsp orange blossom water""},{""ing_group"":""250ml apple juice""},{""ing_group"":""icing sugar , to serve""},{""ing_group"":""250ml double or whipping cream""},{""ing_group"":""½ orange , zested""},{""ing_group"":""2 tbsp icing sugar (or to taste)""},{""ing_group"":""1 tsp orange blossom water""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 180C/160C fan/gas 4. Put the peach halves in a gratin dish in a single layer without too much space around them (otherwise the apple juice will simply reduce and burn).""},{""meth_group"":""STEP 2""},{""meth_group"":""Crush the pistachios roughly using a pestle and mortar, then mix in the lemon zest, sugar, egg and 1 tsp orange blossom water. Fill the cavity of each peach with this stuffing, mounding it over the top if you have too much.""},{""meth_group"":""STEP 3""},{""meth_group"":""Mix the apple juice with the rest of the orange blossom water and pour it around the peaches. Bake for 30-45 mins, depending on ripeness. The peaches should be tender and slightly caramelised on the top.""},{""meth_group"":""STEP 4""},{""meth_group"":""Whip the cream until it holds its shape, then add the orange zest and sugar, and taste for sweetness. Stir in 1/2 tsp of the orange blossom water and taste. Add more if you like, but be careful not to make the cream too perfumed.""},{""meth_group"":""STEP 5""},{""meth_group"":""Serve the peaches at room temperature, with a little icing sugar sifted on top, some of the cooking juices spooned around and the cream on the side.""}]"
Sweetcorn fritters with eggs & black bean salsa,"[{""ing_group"":""1 tsp rapeseed oil""},{""ing_group"":""1 small red onion (85g), finely chopped""},{""ing_group"":""1 red pepper , deseeded and finely diced""},{""ing_group"":""100g wholemeal self-raising flour""},{""ing_group"":""1 tsp smoked paprika""},{""ing_group"":""1 tsp ground coriander""},{""ing_group"":""1 tsp baking powder""},{""ing_group"":""325g can sweetcorn , drained""},{""ing_group"":""6 large eggs""},{""ing_group"":""1 small red onion (85g), finely chopped""},{""ing_group"":""4 tomatoes (320g), chopped""},{""ing_group"":""2 x 400g cans black beans , drained""},{""ing_group"":""1 lime , zested and juiced""},{""ing_group"":""½ x 30g pack coriander , chopped""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat the oven to 200C/180C fan/gas 6 and line a large baking tray with baking parchment.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat the oil in a small pan and fry the onion and pepper for 5 mins until softened. Meanwhile, mix the flour, spices and baking powder in a bowl. Add the onions, pepper, corn and 2 of the eggs, then mix together well.""},{""meth_group"":""STEP 3""},{""meth_group"":""Spoon eight mounds of the mixture onto the baking tray, well spaced apart, then flatten slightly with the back of the spoon. Bake for 20 mins until set and golden.""},{""meth_group"":""STEP 4""},{""meth_group"":""Meanwhile, mix together the salsa ingredients and poach 2 of the remaining eggs to your liking. If you're following our Healthy Diet Plan, serve four fritters on the day you make them, topped with half the salsa and the poached eggs. Chill the remaining fritters for another day. Reheat them in a pan or microwave and serve with 2 more poached eggs and the remaining salsa.""}]"
Mint & basil griddled peach salad,"[{""ing_group"":""1 lime , zested and juiced""},{""ing_group"":""1 tbsp rapeseed oil""},{""ing_group"":""2 tbsp finely chopped mint , plus a few whole leaves to serve""},{""ing_group"":""2 tbsp basil , chopped""},{""ing_group"":""2 peaches (300g), quartered""},{""ing_group"":""75g quinoa""},{""ing_group"":""160g fine beans , trimmed and halved""},{""ing_group"":""1 small red onion , very finely chopped""},{""ing_group"":""1 large Little Gem lettuce (165g), roughly chopped""},{""ing_group"":""½ x 60g pack rocket""},{""ing_group"":""1 small avocado , stoned and sliced""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Mix the lime zest and juice, oil, mint and basil, then put half in a bowl with the peaches. Meanwhile, cook the quinoa following pack instructions.""},{""meth_group"":""STEP 2""},{""meth_group"":""Cook the beans for 3-4 mins until just tender. Meanwhile, griddle the peaches for 1 min on each side. If you don’t have a griddle pan, use a large non-stick frying pan with a drop of oil.""},{""meth_group"":""STEP 3""},{""meth_group"":""Drain the quinoa and divide between shallow bowls. Toss the warm beans and onion in the remaining mint mixture and pile on top of the quinoa with the lettuce and rocket. Top with the avocado and peaches and scatter over the mint leaves. Serve while still warm.""}]"
Vegan vanilla ice cream,"[{""ing_group"":""2 x 400g cans coconut milk (not light)""},{""ing_group"":""175g caster sugar""},{""ing_group"":""1 tsp sea salt flakes""},{""ing_group"":""1 vanilla pod or 1 tbsp vanilla bean paste""},{""ing_group"":""2 tbsp cornflour""},{""ing_group"":""a pinch turmeric""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Pour most of the coconut milk into a saucepan, reserving a splash in a small bowl for later. Add the sugar, salt and turmeric (for colour) to the pan. Cut the vanilla pod in half lengthways (if using) and scrape the seeds out of both sides with the side of the knife. Put the seeds and the pod, or vanilla paste, into the pan. Warm on a low heat for 10 mins until the sugar has melted and the mixture starts to steam.""},{""meth_group"":""STEP 2""},{""meth_group"":""Mix the cornflour with the reserved coconut milk in a small bowl until smooth. Pour into the hot milk, and continually whisking, heat for another 5-10 mins until the mixture thickens to a pourable custard consistency. Strain into a bowl, and cover. Leave to cool, then chill for at least 2 hrs.""},{""meth_group"":""STEP 3""},{""meth_group"":""Pour the chilled mix into an ice cream maker, and churn for 20-30 mins until you get a soft scoop ice cream. Transfer to a sealable container and freeze for up to 3 months until ready to serve. If you don’t have an ice cream maker, pour the chilled mix into a wide-based plastic tub or dish. Freeze for 2-3 hrs, stirring the mix every 20 mins with a fork, to break up any large ice crystals, until soft ice cream. Transfer to a smaller tub and freeze until ready to serve. You should be able to scoop the ice cream easily from the freezer, or leave for a few mins at room temperature to soften, if you need to.""}]"
,,
Easy vanilla cupcakes,"[{""ing_group"":""110g butter , softened""},{""ing_group"":""110g golden caster sugar""},{""ing_group"":""2 eggs""},{""ing_group"":""1 tsp vanilla extract""},{""ing_group"":""110g self-raising flour""},{""ing_group"":""1-2 tbsp milk , plus a little extra for the icing""},{""ing_group"":""125g butter , softened""},{""ing_group"":""185g icing sugar""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 180C/160C fan/gas 4. Line 12 holes in a shallow muffin tin with cupcake cases (not muffin cases). Cream the butter and sugar together until the mixture is light and fluffy. Beat the eggs and vanilla in a jug, then beat into the butter mixture a little at a time.""},{""meth_group"":""STEP 2""},{""meth_group"":""Fold the flour into the mixture along with a little milk – the mixture should fall easily off a spoon. Divide the mixture between the cases, filling each one no more than half full.""},{""meth_group"":""STEP 3""},{""meth_group"":""Cook the cakes for 12-15 mins – they should be firm to the touch and slightly golden brown. Cool in the tin for 5 mins, then lift them out gently and leave to cool completely.""},{""meth_group"":""STEP 4""},{""meth_group"":""To make the icing, beat the butter until it is very soft. Beat in the icing sugar a little at a time, then beat in a splash of the milk as you need to give you a soft icing that can be piped easily. Scrape the icing into an icing bag fitted with a star nozzle. Ice the cakes in swirls, starting in the centre and working outwards.""}]"
